412,s012e017e1f.inp.out:,anionic,anionic,e,e,s012e017e1f.inp.out:,s012e017e1f.inp.out:,-0.755129861,-0.4372,-0.317929861,-0.173557966,-0.4983,0.324742034,1.031857863,1.7563,-0.724442137,-0.001678123,-0.1654,0.163721877,-1.611751571,-1.5298,-0.009223505
457,s013d016e1f.inp.out:,anionic,anionic,d,e,s013d016e1f.inp.out:,s013d016e1f.inp.out:,63.68397326,63.4097,0.27427326,67.7845403,66.2964,1.4881403,3.404821275,4.2067,-0.801878725,-4.713919682,-4.8779,0.163980318,-2.791468702,-2.2155,1.105427275
968,s029d070d1f.inp.out:,anionic,anionic,d,d,s029d070d1f.inp.out:,s029d070d1f.inp.out:,86.53952825,86.4589,0.08062825,91.98994593,86.3398,5.65014593,8.318426705,11.4621,-3.143673295,-9.201928068,-8.4233,-0.778628068,-4.566916323,-2.9197,1.47155801
999,s030e034d1f.inp.out:,anionic,anionic,e,d,s030e034d1f.inp.out:,s030e034d1f.inp.out:,69.83567252,69.7015,0.13417252,74.3821538,73.3395,1.0426538,1.117539536,1.8897,-0.772160464,-3.861890769,-4.0357,0.173809231,-1.802130114,-1.4921,-1.619195286
1458,s045d081e1f.inp.out:,anionic,anionic,d,e,s045d081e1f.inp.out:,s045d081e1f.inp.out:,95.5272794,95.2089,0.3183794,100.7287968,93.7201,7.0086968,9.589562428,13.1562,-3.566637572,-10.20674049,-8.9873,-1.21944049,-4.584339237,-2.68,0.910839866
1485,s046d083d2f.inp.out:,anionic,anionic,d,d,s046d083d2f.inp.out:,s046d083d2f.inp.out:,56.41780212,55.5535,0.86430212,58.70779447,57.2485,1.45929447,3.640581183,4.3602,-0.719618817,-3.881338563,-4.2056,0.324261437,-2.04923497,-1.8496,0.461394488
1783,s060d165d1f.inp.out:,anionic,anionic,d,d,s060d165d1f.inp.out:,s060d165d1f.inp.out:,83.35642952,80.6997,2.65672952,85.25266486,77.4646,7.78806486,14.26781382,17.438,-3.17018618,-9.828148596,-9.8301,0.001951404,-6.335900632,-4.3727,1.311688422
1968,s069e123d1f.inp.out:,anionic,anionic,e,d,s069e123d1f.inp.out:,s069e123d1f.inp.out:,61.17035509,61.2819,-0.11154491,65.83507721,65.3252,0.50987721,1.284019051,1.4676,-0.183580949,-3.604528735,-3.6679,0.063371265,-2.344212429,-1.843,-1.881908649
2061,s075e079e2f.inp.out:,anionic,anionic,e,e,s075e079e2f.inp.out:,s075e079e2f.inp.out:,79.23189429,78.3102,0.92169429,83.54917568,77.9858,5.56337568,7.404601969,10.7402,-3.335598031,-7.237747523,-7.3612,0.123452477,-4.48413577,-3.0546,0.426325223
2511,s103e177d1f.inp.out:,anionic,anionic,e,d,s103e177d1f.inp.out:,s103e177d1f.inp.out:,86.23875288,84.1783,2.06045288,88.1608325,79.1655,8.9953325,12.94789016,17.4673,-4.51940984,-9.368364411,-8.982,-0.386364411,-5.501605434,-3.4726,-0.242735571
2615,s112d183e1f.inp.out:,anionic,anionic,d,e,s112d183e1f.inp.out:,s112d183e1f.inp.out:,89.59324282,88.9481,0.64514282,95.82101127,89.764,6.05701127,8.744620752,11.4662,-2.721579248,-9.348619057,-8.6882,-0.660419057,-5.623770084,-3.5939,2.764284509
2661,s115d156d1f.inp.out:,anionic,anionic,d,d,s115d156d1f.inp.out:,s115d156d1f.inp.out:,89.21978174,88.4185,0.80128174,93.97227089,87.5389,6.43337089,9.74596787,12.7177,-2.97173213,-9.552289305,-8.6524,-0.899889305,-4.94616766,-3.1857,1.100020708
2664,s115e160e1f.inp.out:,anionic,anionic,e,e,s115e160e1f.inp.out:,s115e160e1f.inp.out:,62.42598222,62.0438,0.38218222,67.03633892,65.2838,1.75253892,4.097463619,4.9738,-0.876336381,-5.032429771,-5.23,0.197570229,-3.67539049,-2.9838,1.630626496
3166,s177d216e1f.inp.out:,anionic,anionic,d,e,s177d216e1f.inp.out:,s177d216e1f.inp.out:,72.49674936,72.6452,-0.14845064,78.36214484,77.0682,1.29394484,2.705034028,3.0424,-0.337365972,-4.563145237,-4.5238,-0.039345237,-4.007284339,-2.9416,1.649416609
3307,s221e265e1f.inp.out:,anionic,anionic,e,e,s221e265e1f.inp.out:,s221e265e1f.inp.out:,86.59966057,86.6416,-0.04193943,92.21993033,90.7144,1.50553033,1.302659315,1.8529,-0.550240685,-5.373641618,-4.9592,-0.414441618,-1.549287523,-0.9666,-2.937935795
